id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-172.9736842105263	103.5	169.0	0	0	200	90	1.7	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
2	spot	0	103.5	291.9	0	0	200	90	1.7	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
3	spot	137.73684210526315	103.5	164.2	0	0	200	90	1.7	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
3	spot	-146.38947368421051	103.5	316.70526315789476	40	270	200	25	2.0	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
4	spot	-70.69473684210527	103.5	316.70526315789476	40	270	200	25	2.0	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
5	spot	4.999999999999972	103.5	316.70526315789476	40	270	200	25	2.0	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
6	spot	80.69473684210524	103.5	316.70526315789476	40	270	200	25	2.0	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
7	spot	144.23684210526315	103.5	344.9633147368421	40	0	200	25	2.0	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
8	spot	144.23684210526315	103.5	242.1456663157895	40	0	200	25	2.0	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
9	spot	144.23684210526315	103.5	139.3280178947369	40	0	200	25	2.0	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
10	spot	144.23684210526315	103.5	36.51036947368419	40	0	200	25	2.0	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
11	spot	-72.11842105263158	103.5	186.94117894736843	60	180	200	40	3.6	0.9963133116519464,0.9424226495667821,0.8482169909273348,1
