id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-148.3421052631579	103.5	145.6	0	0	200	90	1.7	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
2	spot	0	103.5	260.7	0	0	200	90	1.7	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
3	spot	113.72105263157894	103.5	148.6	0	0	200	90	1.7	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
3	spot	-132.68421052631578	103.5	284.27368421052626	40	270	200	25	2.0	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
4	spot	-77.61052631578947	103.5	284.27368421052626	40	270	200	25	2.0	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
5	spot	-22.536842105263162	103.5	284.27368421052626	40	270	200	25	2.0	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
6	spot	32.53684210526316	103.5	284.27368421052626	40	270	200	25	2.0	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
7	spot	87.61052631578949	103.5	284.27368421052626	40	270	200	25	2.0	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
8	spot	120.22105263157894	103.5	174.3157894736842	40	0	200	25	2.0	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
9	spot	-60.11052631578947	103.5	170.84690526315788	60	180	200	40	3.6	0.7939471696807772,0.9011331321038368,0.8419398720894289,1
