id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-90.86842105263158	103.5	91.0	0	0	200	90	1.7	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
2	spot	0	103.5	120.3	0	0	200	60	1.7	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
3	spot	57.68421052631578	103.5	78.4	0	0	200	45	1.7	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
3	spot	-85.98684210526315	103.5	138.3315789473684	40	270	200	25	2.0	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
4	spot	-49.59210526315789	103.5	138.3315789473684	40	270	200	25	2.0	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
5	spot	-13.19736842105263	103.5	138.3315789473684	40	270	200	25	2.0	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
6	spot	23.19736842105263	103.5	138.3315789473684	40	270	200	25	2.0	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
7	spot	59.59210526315789	103.5	138.3315789473684	40	270	200	25	2.0	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
8	spot	64.18421052631578	103.5	100.42105263157893	40	0	200	25	2.0	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
9	spot	-32.09210526315789	103.5	98.42267368421051	60	180	200	40	3.6	0.7285114561894375,0.8344700895421252,0.8074127945642083,1
