id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-172.9736842105263	103.5	169.0	0	0	200	90	1.7	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
2	spot	0	103.5	323.1	0	0	200	90	1.7	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
3	spot	137.73684210526315	103.5	179.8	0	0	200	90	1.7	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
3	spot	-146.38947368421051	103.5	349.1368421052631	40	270	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
4	spot	-70.69473684210527	103.5	349.1368421052631	40	270	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
5	spot	4.999999999999972	103.5	349.1368421052631	40	270	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
6	spot	80.69473684210524	103.5	349.1368421052631	40	270	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
7	spot	144.23684210526315	103.5	393.2737263157894	40	0	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
8	spot	144.23684210526315	103.5	318.8273936842105	40	0	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
9	spot	144.23684210526315	103.5	244.38106105263157	40	0	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
10	spot	144.23684210526315	103.5	169.9347284210526	40	0	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
11	spot	144.23684210526315	103.5	95.48839578947369	40	0	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
12	spot	144.23684210526315	103.5	21.042063157894717	40	0	200	25	2.0	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
13	spot	-72.11842105263158	103.5	203.03545263157892	60	180	200	40	3.6	0.8052115707572571,0.9928935967031558,0.8392513594946598,1
