ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/27039/title_panel.png	-143.42105263157893,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/27039/word_cloud.png	-164.21052631578945,38,172.57263157894735	0,0,1	0,1,0	-1,0,0	120.80084210526314	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/27039/Mpen.JPG	-164.21052631578945,38,170.84690526315788	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
1	./Images/27039/caption/caption0.png	-164.21052631578945,38,170.84690526315788	0,0,1	0,1,0	-1,0,0	35	-2	1	0.8	Wooden_thin2	-1:-1	23
3	./Images/27039/How to pass a pen to someone.jpg	0,38,344.27368421052626	1,0,0	0,1,0	0,0,1	-69.60526315789473	-10	0.2	4.5	Wooden_thin	-1:-1	3
4	./Images/27039/caption/caption1.png	0,38,344.27368421052626	1,0,0	0,1,0	0,0,1	-47.605263157894726	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/27039/LAMY safari and vista with a cartridge and a confertor.jpg	164.21052631578945,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	125.28773052631578	-10	0.2	4.5	Wooden_thin	-1:-1	5
6	./Images/27039/caption/caption2.png	164.21052631578945,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	147.28773052631578	-20	1.5	0.7	none(caption)	-1:-1	6
7	./Images/27039/Parts of LAMY vista.jpg	164.21052631578945,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	0.0	-10	0.2	4.5	Wooden_thin	-1:-1	7
8	./Images/27039/caption/caption3.png	164.21052631578945,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	22.0	-20	1.5	0.7	none(caption)	-1:-1	8
9	./Images/27039/Fountain pen nibs.JPG	164.21052631578945,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	-125.28773052631576	-10	0.2	4.5	Wooden_thin	-1:-1	9
10	./Images/27039/caption/caption4.png	164.21052631578945,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	-103.28773052631576	-20	1.5	0.7	none(caption)	-1:-1	10
