id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-205.8157894736842	103.5	200.2	0	0	200	90	1.7	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
2	spot	0	103.5	354.3	0	0	200	90	1.7	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
3	spot	169.75789473684208	103.5	195.4	0	0	200	90	1.7	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
3	spot	-179.38157894736838	103.5	381.56842105263155	40	270	200	25	2.0	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
4	spot	-105.62894736842104	103.5	381.56842105263155	40	270	200	25	2.0	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
5	spot	-31.876315789473693	103.5	381.56842105263155	40	270	200	25	2.0	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
6	spot	41.87631578947369	103.5	381.56842105263155	40	270	200	25	2.0	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
7	spot	115.62894736842102	103.5	381.56842105263155	40	270	200	25	2.0	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
8	spot	176.25789473684208	103.5	344.10029684210525	40	0	200	25	2.0	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
9	spot	176.25789473684208	103.5	103.05759789473683	40	0	200	25	2.0	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
10	spot	-88.12894736842104	103.5	219.12972631578947	60	180	200	40	3.6	0.9409989187568515,0.8821439536586019,0.9880987913306958,1
