id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-123.71052631578948	103.5	122.2	0	0	200	90	1.7	0.779274916724847,0.7961200462650997,0.87168291813045,1
2	spot	0	103.5	167.1	0	0	200	90	1.7	0.779274916724847,0.7961200462650997,0.87168291813045,1
3	spot	89.70526315789473	103.5	101.8	0	0	200	90	1.7	0.779274916724847,0.7961200462650997,0.87168291813045,1
3	spot	-112.67105263157895	103.5	186.978947368421	40	270	200	25	2.0	0.779274916724847,0.7961200462650997,0.87168291813045,1
4	spot	-65.60263157894737	103.5	186.978947368421	40	270	200	25	2.0	0.779274916724847,0.7961200462650997,0.87168291813045,1
5	spot	-18.53421052631579	103.5	186.978947368421	40	270	200	25	2.0	0.779274916724847,0.7961200462650997,0.87168291813045,1
6	spot	28.534210526315775	103.5	186.978947368421	40	270	200	25	2.0	0.779274916724847,0.7961200462650997,0.87168291813045,1
7	spot	75.60263157894738	103.5	186.978947368421	40	270	200	25	2.0	0.779274916724847,0.7961200462650997,0.87168291813045,1
8	spot	96.20526315789473	103.5	192.4628778947368	40	0	200	25	2.0	0.779274916724847,0.7961200462650997,0.87168291813045,1
9	spot	96.20526315789473	103.5	57.64238526315788	40	0	200	25	2.0	0.779274916724847,0.7961200462650997,0.87168291813045,1
10	spot	-48.10263157894737	103.5	122.56408421052629	60	180	200	40	3.6	0.779274916724847,0.7961200462650997,0.87168291813045,1
