id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-131.92105263157893	103.5	130.0	0	0	200	90	1.7	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
2	spot	0	103.5	167.1	0	0	200	90	1.7	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
3	spot	97.71052631578945	103.5	101.8	0	0	200	90	1.7	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
3	spot	-106.90789473684208	103.5	186.978947368421	40	270	200	25	2.0	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
4	spot	-32.30263157894737	103.5	186.978947368421	40	270	200	25	2.0	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
5	spot	42.30263157894737	103.5	186.978947368421	40	270	200	25	2.0	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
6	spot	104.21052631578945	103.5	214.93295999999995	40	0	200	25	2.0	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
7	spot	104.21052631578945	103.5	125.05263157894734	40	0	200	25	2.0	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
8	spot	104.21052631578945	103.5	35.1723031578947	40	0	200	25	2.0	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
9	spot	-52.105263157894726	103.5	122.56408421052629	60	180	200	40	3.6	0.8817188117712333,0.8184083385472563,0.9521173990399491,1
