id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-181.18421052631578	103.5	176.8	0	0	200	90	1.7	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
2	spot	0	103.5	369.9	0	0	200	90	1.7	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
3	spot	145.7421052631579	103.5	203.2	0	0	200	90	1.7	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
3	spot	-159.3684210526316	103.5	397.78421052631575	40	270	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
4	spot	-93.62105263157895	103.5	397.78421052631575	40	270	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
5	spot	-27.873684210526335	103.5	397.78421052631575	40	270	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
6	spot	37.87368421052631	103.5	397.78421052631575	40	270	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
7	spot	103.62105263157889	103.5	397.78421052631575	40	270	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
8	spot	152.2421052631579	103.5	431.70511326315784	40	0	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
9	spot	152.2421052631579	103.5	331.7472934736842	40	0	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
10	spot	152.2421052631579	103.5	231.78947368421046	40	0	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
11	spot	152.2421052631579	103.5	131.8316538947368	40	0	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
12	spot	152.2421052631579	103.5	31.873834105263143	40	0	200	25	2.0	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
13	spot	-76.12105263157895	103.5	227.1768631578947	60	180	200	40	3.6	0.9559842459311267,0.7208012897381352,0.9213109394340737,1
