id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-214.02631578947367	103.5	208.0	0	0	200	90	1.7	0.9334366393171447,0.9941533090071184,0.979642251054166,1
2	spot	0	103.5	354.3	0	0	200	90	1.7	0.9334366393171447,0.9941533090071184,0.979642251054166,1
3	spot	177.76315789473682	103.5	195.4	0	0	200	90	1.7	0.9334366393171447,0.9941533090071184,0.979642251054166,1
3	spot	-178.41052631578947	103.5	381.56842105263155	40	270	200	25	2.0	0.9334366393171447,0.9941533090071184,0.979642251054166,1
4	spot	-86.7052631578947	103.5	381.56842105263155	40	270	200	25	2.0	0.9334366393171447,0.9941533090071184,0.979642251054166,1
5	spot	5.000000000000028	103.5	381.56842105263155	40	270	200	25	2.0	0.9334366393171447,0.9941533090071184,0.979642251054166,1
6	spot	96.70526315789476	103.5	381.56842105263155	40	270	200	25	2.0	0.9334366393171447,0.9941533090071184,0.979642251054166,1
7	spot	184.26315789473682	103.5	344.10029684210525	40	0	200	25	2.0	0.9334366393171447,0.9941533090071184,0.979642251054166,1
8	spot	184.26315789473682	103.5	103.05759789473683	40	0	200	25	2.0	0.9334366393171447,0.9941533090071184,0.979642251054166,1
9	spot	-92.13157894736841	103.5	219.12972631578947	60	180	200	40	3.6	0.9334366393171447,0.9941533090071184,0.979642251054166,1
