id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-74.44736842105262	103.5	75.4	0	0	200	60	1.7	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
2	spot	0	103.5	104.7	0	0	200	45	1.7	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
3	spot	41.673684210526304	103.5	70.6	0	0	200	45	1.7	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
3	spot	-72.64473684210526	103.5	122.11578947368417	40	270	200	25	2.0	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
4	spot	-41.58684210526315	103.5	122.11578947368417	40	270	200	25	2.0	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
5	spot	-10.528947368421044	103.5	122.11578947368417	40	270	200	25	2.0	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
6	spot	20.528947368421044	103.5	122.11578947368417	40	270	200	25	2.0	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
7	spot	51.58684210526316	103.5	122.11578947368417	40	270	200	25	2.0	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
8	spot	48.173684210526304	103.5	92.21052631578945	40	0	200	25	2.0	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
9	spot	-24.086842105263152	103.5	90.37553684210525	60	180	200	40	3.6	0.9385375990814825,0.8379818564182326,0.8769307274636345,1
