id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-140.1315789473684	103.5	137.8	0	0	200	90	1.7	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
2	spot	0	103.5	245.1	0	0	200	90	1.7	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
3	spot	105.7157894736842	103.5	140.8	0	0	200	90	1.7	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
3	spot	-120.77263157894735	103.5	268.05789473684206	40	270	200	25	2.0	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
4	spot	-57.886315789473684	103.5	268.05789473684206	40	270	200	25	2.0	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
5	spot	5.0	103.5	268.05789473684206	40	270	200	25	2.0	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
6	spot	67.88631578947366	103.5	268.05789473684206	40	270	200	25	2.0	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
7	spot	112.2157894736842	103.5	255.64513578947367	40	0	200	25	2.0	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
8	spot	112.2157894736842	103.5	76.56539052631575	40	0	200	25	2.0	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
9	spot	-56.1078947368421	103.5	162.79976842105262	60	180	200	40	3.6	0.9609443719377907,0.8901699387708504,0.9986532468965794,1
