id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-304.3421052631579	103.5	293.8	0	0	200	90	1.7	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
2	spot	0	103.5	572.7	0	0	200	90	1.7	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
3	spot	265.821052631579	103.5	304.6	0	0	200	90	1.7	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
3	spot	-248.85684210526318	103.5	608.5894736842105	40	270	200	25	2.0	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
4	spot	-121.92842105263162	103.5	608.5894736842105	40	270	200	25	2.0	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
5	spot	4.999999999999943	103.5	608.5894736842105	40	270	200	25	2.0	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
6	spot	131.92842105263156	103.5	608.5894736842105	40	270	200	25	2.0	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
7	spot	272.321052631579	103.5	581.83872	40	0	200	25	2.0	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
8	spot	272.321052631579	103.5	338.52631578947364	40	0	200	25	2.0	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
9	spot	272.321052631579	103.5	95.21391157894732	40	0	200	25	2.0	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
10	spot	-136.1605263157895	103.5	331.7896421052631	60	180	200	40	3.6	0.7760364800225763,0.8540024870414853,0.9922132776087463,1
