id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/26683/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-241.8	0,11.09834,0	1.4	1	14
2	Images/26683/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-226.20000000000002	0,11.09834,0	1.4	1	15
3	Images/26683/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-210.60000000000002	0,11.09834,0	1.4	1	16
4	Images/26683/sec1/sec1_03.jpg,Wooden_thin2	4	7.699999999999999	-195.0	0,11.09834,0	1.4	1	17
5	Images/26683/sec1/sec1_04.jpg,Wooden_thin2	4	7.699999999999999	-179.4	0,11.09834,0	1.4	1	18
6	Images/26683/sec1/sec1_05.jpg,Wooden_thin2	4	7.699999999999999	-163.8	0,11.09834,0	1.4	1	19
7	Images/26683/sec1/sec1_06.jpg,Wooden_thin2	4	7.699999999999999	-148.20000000000002	0,11.09834,0	1.4	1	20
8	Images/26683/sec1/sec1_07.jpg,Wooden_thin2	4	7.699999999999999	-132.60000000000002	0,11.09834,0	1.4	1	21
9	Images/26683/sec1/sec1_08.jpg,Wooden_thin2	4	7.699999999999999	-117.00000000000001	0,11.09834,0	1.4	1	22
10	Images/26683/sec1/sec1_09.jpg,Wooden_thin2	4	7.699999999999999	-101.4	0,11.09834,0	1.4	1	23
11	Images/26683/sec1/sec1_10.jpg,Wooden_thin2	4	7.699999999999999	-85.80000000000001	0,11.09834,0	1.4	1	24
12	Images/26683/sec1/sec1_11.jpg,Wooden_thin2	4	7.699999999999999	-70.20000000000002	0,11.09834,0	1.4	1	25
13	Images/26683/sec1/sec1_12.jpg,Wooden_thin2	4	7.699999999999999	-54.60000000000002	0,11.09834,0	1.4	1	26
14	Images/26683/sec1/sec1_13.jpg,Wooden_thin2	4	7.699999999999999	-39.00000000000003	0,11.09834,0	1.4	1	27
15	Images/26683/sec1/sec1_14.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	1	28
16	Images/26683/sec1/sec1_15.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000011	0,11.09834,0	1.4	1	29
17	Images/26683/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999983	0,11.09834,0	1.4	1	30
18	Images/26683/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	23.399999999999977	0,11.09834,0	1.4	1	31
19	Images/26683/sec2/sec2_03.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	1	32
20	Images/26683/sec2/sec2_04.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999966	0,11.09834,0	1.4	1	33
21	Images/26683/sec2/sec2_05.jpg,Wooden_thin2	4	7.699999999999999	70.19999999999999	0,11.09834,0	1.4	1	34
22	Images/26683/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	85.79999999999995	0,11.09834,0	1.4	1	35
23	Images/26683/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	101.39999999999998	0,11.09834,0	1.4	1	36
24	Images/26683/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	117.0	0,11.09834,0	1.4	1	37
25	Images/26683/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	132.59999999999997	0,11.09834,0	1.4	1	38
26	Images/26683/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	148.2	0,11.09834,0	1.4	1	39
27	Images/26683/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	163.79999999999995	0,11.09834,0	1.4	1	40
