id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-296.13157894736844	103.5	286.0	0	0	200	90	1.7	0.794277954411356,0.8040161512131835,0.9382184504984029,1
2	spot	0	103.5	463.5	0	0	200	90	1.7	0.794277954411356,0.8040161512131835,0.9382184504984029,1
3	spot	257.8157894736842	103.5	250.0	0	0	200	90	1.7	0.794277954411356,0.8040161512131835,0.9382184504984029,1
3	spot	-226.98684210526318	103.5	495.07894736842104	40	270	200	25	2.0	0.794277954411356,0.8040161512131835,0.9382184504984029,1
4	spot	-72.32894736842104	103.5	495.07894736842104	40	270	200	25	2.0	0.794277954411356,0.8040161512131835,0.9382184504984029,1
5	spot	82.3289473684211	103.5	495.07894736842104	40	270	200	25	2.0	0.794277954411356,0.8040161512131835,0.9382184504984029,1
6	spot	264.3157894736842	103.5	483.05639999999994	40	0	200	25	2.0	0.794277954411356,0.8040161512131835,0.9382184504984029,1
7	spot	264.3157894736842	103.5	281.05263157894734	40	0	200	25	2.0	0.794277954411356,0.8040161512131835,0.9382184504984029,1
8	spot	264.3157894736842	103.5	79.0488631578948	40	0	200	25	2.0	0.794277954411356,0.8040161512131835,0.9382184504984029,1
9	spot	-132.1578947368421	103.5	275.45968421052623	60	180	200	40	3.6	0.794277954411356,0.8040161512131835,0.9382184504984029,1
