id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-238.65789473684208	103.5	231.4	0	0	200	90	1.7	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
2	spot	0	103.5	432.3	0	0	200	90	1.7	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
3	spot	201.77894736842103	103.5	234.4	0	0	200	90	1.7	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
3	spot	-197.62315789473683	103.5	462.64736842105265	40	270	200	25	2.0	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
4	spot	-96.31157894736839	103.5	462.64736842105265	40	270	200	25	2.0	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
5	spot	5.000000000000028	103.5	462.64736842105265	40	270	200	25	2.0	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
6	spot	106.31157894736845	103.5	462.64736842105265	40	270	200	25	2.0	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
7	spot	208.27894736842103	103.5	407.28255473684214	40	0	200	25	2.0	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
8	spot	208.27894736842103	103.5	121.98060315789479	40	0	200	25	2.0	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
9	spot	-104.13947368421051	103.5	259.36541052631577	60	180	200	40	3.6	0.7914786390805078,0.8861737651515778,0.7304857036114619,1
