id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-90.86842105263158	103.5	91.0	0	0	200	90	1.7	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
2	spot	0	103.5	198.3	0	0	200	90	1.7	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
3	spot	57.68421052631578	103.5	117.4	0	0	200	90	1.7	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
3	spot	-82.34736842105262	103.5	219.41052631578953	40	270	200	25	2.0	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
4	spot	-38.67368421052632	103.5	219.41052631578953	40	270	200	25	2.0	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
5	spot	5.0	103.5	219.41052631578953	40	270	200	25	2.0	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
6	spot	48.67368421052629	103.5	219.41052631578953	40	270	200	25	2.0	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
7	spot	64.18421052631578	103.5	217.73578105263158	40	0	200	25	2.0	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
8	spot	64.18421052631578	103.5	65.21158736842108	40	0	200	25	2.0	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
9	spot	-32.09210526315789	103.5	138.65835789473684	60	180	200	40	3.6	0.9705131042600924,0.9984731557834459,0.8613866846027559,1
