id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/26912/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-132.6	0,11.09834,0	1.4	1	20
2	Images/26912/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-117.0	0,11.09834,0	1.4	1	21
3	Images/26912/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-101.39999999999999	0,11.09834,0	1.4	1	22
4	Images/26912/sec1/sec1_03.jpg,Wooden_thin2	4	7.699999999999999	-85.8	0,11.09834,0	1.4	1	23
5	Images/26912/sec1/sec1_04.jpg,Wooden_thin2	4	7.699999999999999	-70.19999999999999	0,11.09834,0	1.4	1	24
6	Images/26912/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-54.599999999999994	0,11.09834,0	1.4	1	25
7	Images/26912/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	1	26
8	Images/26912/sec2/sec2_03.jpg,Wooden_thin2	4	7.699999999999999	-23.39999999999999	0,11.09834,0	1.4	1	27
9	Images/26912/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-7.799999999999997	0,11.09834,0	1.4	1	28
10	Images/26912/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000011	0,11.09834,0	1.4	1	29
11	Images/26912/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000006	0,11.09834,0	1.4	1	30
12	Images/26912/sec4/sec4_03.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	1	31
13	Images/26912/sec4/sec4_04.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	1	32
14	Images/26912/sec4/sec4_05.jpg,Wooden_thin2	4	7.699999999999999	70.19999999999999	0,11.09834,0	1.4	1	33
15	Images/26912/sec4/sec4_06.jpg,Wooden_thin2	4	7.699999999999999	85.80000000000001	0,11.09834,0	1.4	1	34
16	Images/26912/sec4/sec4_07.jpg,Wooden_thin2	4	7.699999999999999	101.4	0,11.09834,0	1.4	1	35
17	Images/26912/sec4/sec4_08.jpg,Wooden_thin2	4	7.699999999999999	117.0	0,11.09834,0	1.4	1	36
18	Images/26912/sec4/sec4_09.jpg,Wooden_thin2	4	7.699999999999999	132.6	0,11.09834,0	1.4	1	37
19	Images/26912/sec4/sec4_10.jpg,Wooden_thin2	4	7.699999999999999	-132.6	0,11.09834,0	1.4	2	38
20	Images/26912/sec4/sec4_11.jpg,Wooden_thin2	4	7.699999999999999	-117.0	0,11.09834,0	1.4	2	39
21	Images/26912/sec4/sec4_12.jpg,Wooden_thin2	4	7.699999999999999	-101.39999999999999	0,11.09834,0	1.4	2	40
22	Images/26912/sec4/sec4_13.jpg,Wooden_thin2	4	7.699999999999999	-85.8	0,11.09834,0	1.4	2	41
23	Images/26912/sec4/sec4_14.jpg,Wooden_thin2	4	7.699999999999999	-70.19999999999999	0,11.09834,0	1.4	2	42
24	Images/26912/sec4/sec4_15.jpg,Wooden_thin2	4	7.699999999999999	-54.599999999999994	0,11.09834,0	1.4	2	43
25	Images/26912/sec4/sec4_16.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	2	44
26	Images/26912/sec4/sec4_17.jpg,Wooden_thin2	4	7.699999999999999	-23.39999999999999	0,11.09834,0	1.4	2	45
27	Images/26912/sec4/sec4_18.jpg,Wooden_thin2	4	7.699999999999999	-7.799999999999997	0,11.09834,0	1.4	2	46
28	Images/26912/sec4/sec4_19.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000011	0,11.09834,0	1.4	2	47
29	Images/26912/sec4/sec4_20.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000006	0,11.09834,0	1.4	2	48
30	Images/26912/sec4/sec4_21.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	2	49
31	Images/26912/sec4/sec4_22.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	2	50
32	Images/26912/sec4/sec4_23.jpg,Wooden_thin2	4	7.699999999999999	70.19999999999999	0,11.09834,0	1.4	2	51
33	Images/26912/sec4/sec4_24.jpg,Wooden_thin2	4	7.699999999999999	85.80000000000001	0,11.09834,0	1.4	2	52
34	Images/26912/sec4/sec4_25.jpg,Wooden_thin2	4	7.699999999999999	101.4	0,11.09834,0	1.4	2	53
35	Images/26912/sec4/sec4_26.jpg,Wooden_thin2	4	7.699999999999999	117.0	0,11.09834,0	1.4	2	54
36	Images/26912/sec4/sec4_27.jpg,Wooden_thin2	4	7.699999999999999	132.6	0,11.09834,0	1.4	2	55
37	Images/26912/sec4/sec4_28.jpg,Wooden_thin2	4	7.699999999999999	-132.6	0,11.09834,0	1.4	3	56
38	Images/26912/sec4/sec4_29.jpg,Wooden_thin2	4	7.699999999999999	-117.0	0,11.09834,0	1.4	3	57
39	Images/26912/sec4/sec4_30.jpg,Wooden_thin2	4	7.699999999999999	-101.39999999999999	0,11.09834,0	1.4	3	58
40	Images/26912/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-85.8	0,11.09834,0	1.4	3	59
41	Images/26912/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-70.19999999999999	0,11.09834,0	1.4	3	60
42	Images/26912/sec5/sec5_03.jpg,Wooden_thin2	4	7.699999999999999	-54.599999999999994	0,11.09834,0	1.4	3	61
43	Images/26912/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	3	62
44	Images/26912/sec6/sec6_02.jpg,Wooden_thin2	4	7.699999999999999	-23.39999999999999	0,11.09834,0	1.4	3	63
45	Images/26912/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	-7.799999999999997	0,11.09834,0	1.4	3	64
46	Images/26912/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000011	0,11.09834,0	1.4	3	65
47	Images/26912/sec8/sec8_02.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000006	0,11.09834,0	1.4	3	66
48	Images/26912/sec8/sec8_03.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	3	67
49	Images/26912/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	3	68
50	Images/26912/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	70.19999999999999	0,11.09834,0	1.4	3	69
51	Images/26912/sec10/sec10_02.jpg,Wooden_thin2	4	7.699999999999999	85.80000000000001	0,11.09834,0	1.4	3	70
52	Images/26912/sec11/sec11_01.jpg,Wooden_thin2	4	7.699999999999999	101.4	0,11.09834,0	1.4	3	71
