id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-164.76315789473682	103.5	161.2	0	0	200	90	1.7	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
2	spot	0	103.5	229.5	0	0	200	90	1.7	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
3	spot	129.7315789473684	103.5	133.0	0	0	200	90	1.7	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
3	spot	-139.98526315789474	103.5	251.84210526315786	40	270	200	25	2.0	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
4	spot	-67.49263157894735	103.5	251.84210526315786	40	270	200	25	2.0	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
5	spot	5.0	103.5	251.84210526315786	40	270	200	25	2.0	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
6	spot	77.4926315789474	103.5	251.84210526315786	40	270	200	25	2.0	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
7	spot	136.2315789473684	103.5	271.38	40	0	200	25	2.0	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
8	spot	136.2315789473684	103.5	157.89473684210526	40	0	200	25	2.0	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
9	spot	136.2315789473684	103.5	44.409473684210525	40	0	200	25	2.0	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
10	spot	-68.1157894736842	103.5	154.7526315789474	60	180	200	40	3.6	0.7174603753810261,0.9418096801625045,0.8962408757797424,1
