id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-123.71052631578948	103.5	122.2	0	0	200	90	1.7	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
2	spot	0	103.5	213.9	0	0	200	90	1.7	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
3	spot	89.70526315789473	103.5	125.2	0	0	200	90	1.7	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
3	spot	-112.67105263157895	103.5	235.62631578947367	40	270	200	25	2.0	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
4	spot	-65.60263157894737	103.5	235.62631578947367	40	270	200	25	2.0	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
5	spot	-18.53421052631579	103.5	235.62631578947367	40	270	200	25	2.0	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
6	spot	28.534210526315775	103.5	235.62631578947367	40	270	200	25	2.0	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
7	spot	75.60263157894738	103.5	235.62631578947367	40	270	200	25	2.0	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
8	spot	96.20526315789473	103.5	230.37223263157892	40	0	200	25	2.0	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
9	spot	96.20526315789473	103.5	68.99618842105264	40	0	200	25	2.0	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
10	spot	-48.10263157894737	103.5	146.70549473684207	60	180	200	40	3.6	0.7505058405700722,0.9711560509660166,0.9489615203713923,1
