id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-90.86842105263158	103.5	91.0	0	0	200	90	1.7	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
2	spot	0	103.5	151.5	0	0	200	90	1.7	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
3	spot	57.68421052631578	103.5	94.0	0	0	200	60	1.7	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
3	spot	-76.88815789473684	103.5	170.7631578947368	40	270	200	25	2.0	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
4	spot	-22.296052631578945	103.5	170.7631578947368	40	270	200	25	2.0	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
5	spot	32.29605263157896	103.5	170.7631578947368	40	270	200	25	2.0	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
6	spot	64.18421052631578	103.5	200.82119999999998	40	0	200	25	2.0	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
7	spot	64.18421052631578	103.5	116.84210526315788	40	0	200	25	2.0	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
8	spot	64.18421052631578	103.5	32.86301052631576	40	0	200	25	2.0	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
9	spot	-32.09210526315789	103.5	114.51694736842103	60	180	200	40	3.6	0.7890178253187737,0.7908519758124619,0.7550214409993459,1
