id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-131.92105263157893	103.5	130.0	0	0	200	90	1.7	0.9235528915015031,0.915018095515368,0.8069057719433503,1
2	spot	0	103.5	167.1	0	0	200	90	1.7	0.9235528915015031,0.915018095515368,0.8069057719433503,1
3	spot	97.71052631578945	103.5	101.8	0	0	200	90	1.7	0.9235528915015031,0.915018095515368,0.8069057719433503,1
3	spot	-114.36842105263156	103.5	186.978947368421	40	270	200	25	2.0	0.9235528915015031,0.915018095515368,0.8069057719433503,1
4	spot	-54.68421052631578	103.5	186.978947368421	40	270	200	25	2.0	0.9235528915015031,0.915018095515368,0.8069057719433503,1
5	spot	5.0	103.5	186.978947368421	40	270	200	25	2.0	0.9235528915015031,0.915018095515368,0.8069057719433503,1
6	spot	64.68421052631578	103.5	186.978947368421	40	270	200	25	2.0	0.9235528915015031,0.915018095515368,0.8069057719433503,1
7	spot	104.21052631578945	103.5	226.16800105263155	40	0	200	25	2.0	0.9235528915015031,0.915018095515368,0.8069057719433503,1
8	spot	104.21052631578945	103.5	158.75775473684206	40	0	200	25	2.0	0.9235528915015031,0.915018095515368,0.8069057719433503,1
9	spot	104.21052631578945	103.5	91.34750842105262	40	0	200	25	2.0	0.9235528915015031,0.915018095515368,0.8069057719433503,1
10	spot	104.21052631578945	103.5	23.93726210526313	40	0	200	25	2.0	0.9235528915015031,0.915018095515368,0.8069057719433503,1
11	spot	-52.105263157894726	103.5	122.56408421052629	60	180	200	40	3.6	0.9235528915015031,0.915018095515368,0.8069057719433503,1
