id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-189.39473684210526	103.5	184.6	0	0	200	90	1.7	0.9772976952734411,0.892866099181431,0.8619300430604324,1
2	spot	0	103.5	338.7	0	0	200	90	1.7	0.9772976952734411,0.892866099181431,0.8619300430604324,1
3	spot	153.74736842105264	103.5	187.6	0	0	200	90	1.7	0.9772976952734411,0.892866099181431,0.8619300430604324,1
3	spot	-166.03947368421052	103.5	365.3526315789474	40	270	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
4	spot	-97.62368421052632	103.5	365.3526315789474	40	270	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
5	spot	-29.20789473684212	103.5	365.3526315789474	40	270	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
6	spot	39.20789473684212	103.5	365.3526315789474	40	270	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
7	spot	107.6236842105263	103.5	365.3526315789474	40	270	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
8	spot	160.24736842105264	103.5	414.38914827067674	40	0	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
9	spot	160.24736842105264	103.5	348.0489058646617	40	0	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
10	spot	160.24736842105264	103.5	281.7086634586467	40	0	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
11	spot	160.24736842105264	103.5	215.3684210526316	40	0	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
12	spot	160.24736842105264	103.5	149.02817864661657	40	0	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
13	spot	160.24736842105264	103.5	82.68793624060154	40	0	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
14	spot	160.24736842105264	103.5	16.34769383458641	40	0	200	25	2.0	0.9772976952734411,0.892866099181431,0.8619300430604324,1
15	spot	-80.12368421052632	103.5	211.08258947368424	60	180	200	40	3.6	0.9772976952734411,0.892866099181431,0.8619300430604324,1
