id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-131.92105263157893	103.5	130.0	0	0	200	90	1.7	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
2	spot	0	103.5	213.9	0	0	200	90	1.7	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
3	spot	97.71052631578945	103.5	125.2	0	0	200	90	1.7	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
3	spot	-94.4736842105263	103.5	235.62631578947367	40	270	200	25	2.0	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
4	spot	5.0	103.5	235.62631578947367	40	270	200	25	2.0	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
5	spot	104.21052631578945	103.5	270.7162436842105	40	0	200	25	2.0	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
6	spot	104.21052631578945	103.5	190.02822157894735	40	0	200	25	2.0	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
7	spot	104.21052631578945	103.5	109.34019947368421	40	0	200	25	2.0	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
8	spot	104.21052631578945	103.5	28.652177368421064	40	0	200	25	2.0	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
9	spot	-52.105263157894726	103.5	146.70549473684207	60	180	200	40	3.6	0.7886083211920193,0.7725038383636392,0.9395828755386662,1
