id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/26865/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	1	6
2	Images/26865/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-23.4	0,11.09834,0	1.4	1	7
3	Images/26865/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000001	0,11.09834,0	1.4	1	8
4	Images/26865/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	1	9
5	Images/26865/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	23.4	0,11.09834,0	1.4	1	10
6	Images/26865/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	1	11
7	Images/26865/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	-23.4	0,11.09834,0	1.4	2	12
8	Images/26865/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-7.799999999999999	0,11.09834,0	1.4	2	13
9	Images/26865/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000001	0,11.09834,0	1.4	2	14
10	Images/26865/sec5/sec5_03.jpg,Wooden_thin2	4	7.699999999999999	23.4	0,11.09834,0	1.4	2	15
11	Images/26865/sec5/sec5_04.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	3	16
12	Images/26865/sec5/sec5_05.jpg,Wooden_thin2	4	7.699999999999999	-23.4	0,11.09834,0	1.4	3	17
13	Images/26865/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000001	0,11.09834,0	1.4	3	18
14	Images/26865/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	3	19
