id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-49.81578947368419	103.5	52.0	0	0	200	15	1.7	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
2	spot	0	103.5	89.1	0	0	200	30	1.7	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
3	spot	17.65789473684208	103.5	62.8	0	0	200	15	1.7	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
3	spot	-52.6315789473684	103.5	105.9	40	270	200	25	2.0	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
4	spot	-29.57894736842104	103.5	105.9	40	270	200	25	2.0	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
5	spot	-6.526315789473685	103.5	105.9	40	270	200	25	2.0	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
6	spot	16.52631578947367	103.5	105.9	40	270	200	25	2.0	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
7	spot	39.57894736842104	103.5	105.9	40	270	200	25	2.0	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
8	spot	24.15789473684208	103.5	84.0	40	0	200	25	2.0	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
9	spot	-12.07894736842104	103.5	82.3284	60	180	200	40	3.6	0.7718406196097781,0.9213671362840468,0.9444591973678811,1
