id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-287.9210526315789	103.5	278.2	0	0	200	90	1.7	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
2	spot	0	103.5	541.5	0	0	200	90	1.7	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
3	spot	249.81052631578945	103.5	289.0	0	0	200	90	1.7	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
3	spot	-236.04842105263157	103.5	576.1578947368421	40	270	200	25	2.0	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
4	spot	-115.52421052631576	103.5	576.1578947368421	40	270	200	25	2.0	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
5	spot	5.000000000000057	103.5	576.1578947368421	40	270	200	25	2.0	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
6	spot	125.52421052631581	103.5	576.1578947368421	40	270	200	25	2.0	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
7	spot	256.31052631578945	103.5	553.6152	40	0	200	25	2.0	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
8	spot	256.31052631578945	103.5	322.10526315789474	40	0	200	25	2.0	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
9	spot	256.31052631578945	103.5	90.59532631578946	40	0	200	25	2.0	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
10	spot	-128.15526315789472	103.5	315.6953684210526	60	180	200	40	3.6	0.9927429931550114,0.8258301981179494,0.7235349334630607,1
