id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-131.92105263157893	103.5	130.0	0	0	200	90	1.7	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
2	spot	0	103.5	198.3	0	0	200	90	1.7	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
3	spot	97.71052631578945	103.5	117.4	0	0	200	90	1.7	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
3	spot	-114.36842105263156	103.5	219.41052631578953	40	270	200	25	2.0	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
4	spot	-54.68421052631578	103.5	219.41052631578953	40	270	200	25	2.0	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
5	spot	5.0	103.5	219.41052631578953	40	270	200	25	2.0	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
6	spot	64.68421052631578	103.5	219.41052631578953	40	270	200	25	2.0	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
7	spot	104.21052631578945	103.5	217.73578105263158	40	0	200	25	2.0	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
8	spot	104.21052631578945	103.5	65.21158736842108	40	0	200	25	2.0	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
9	spot	-52.105263157894726	103.5	138.65835789473684	60	180	200	40	3.6	0.9783498331385709,0.9657614884652861,0.8070786167513572,1
